movieId,imdbId,tmdbId,rating_mean,rating_counts,production_countries,imdb_id,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,if_have_writers,profit,if_profit
97,113247,406.0,3.986233269598471,2615,United Kingdom,tt0113247,2600000.0,fr,12.967,1995-05-31,15300000.0,98.0,8.1,2728.0,1,12700000.0,1.0
101,115734,13685.0,3.7673501577287065,4438,United States of America,tt0115734,7000000.0,en,7.974,1996-02-21,1040879.0,91.0,6.8,769.0,1,-5959121.0,0.0
104,116483,9614.0,3.3943981240229286,19190,United States of America,tt0116483,12000000.0,en,15.761,1996-02-16,41205099.0,92.0,6.6,1956.0,1,29205099.0,1.0
105,112579,688.0,3.3332222962469467,9006,Germany,tt0112579,24000000.0,en,16.395,1995-05-28,182016617.0,135.0,7.7,1558.0,1,158016617.0,1.0
107,117110,10874.0,3.2168744804655027,6015,United States of America,tt0117110,31000000.0,en,10.496,1996-02-16,34327391.0,100.0,6.6,278.0,1,3327391.0,1.0
110,112573,197.0,4.002272573668559,59184,United States of America,tt0112573,72000000.0,en,39.113,1995-03-14,213216216.0,178.0,7.9,7963.0,1,141216216.0,1.0
111,75314,103.0,4.083479216009336,29133,Canada,tt0075314,1300000.0,en,32.921,1976-02-09,28570902.0,114.0,8.2,8804.0,1,27270902.0,1.0
112,113326,33542.0,3.40623288921336,10958,France,tt0113326,7500000.0,cn,23.481,1995-01-21,32392047.0,104.0,6.8,699.0,1,24892047.0,1.0
113,115645,43566.0,3.101010101010101,990,Netherlands,tt0115645,35000000.0,en,8.049,1996-02-23,8797839.0,108.0,6.1,123.0,1,-26202161.0,0.0
118,116606,10324.0,2.9854368932038837,1030,Canada,tt0116606,5000000.0,en,5.835,1996-03-08,2420162.0,92.0,5.2,32.0,1,-2579838.0,0.0
119,114536,78406.0,2.733739837398374,246,United States of America,tt0114536,25000000.0,en,2.523,1995-09-29,6278139.0,113.0,4.3,16.0,1,-18721861.0,0.0
122,103859,11066.0,2.859392419175028,3588,United States of America,tt0103859,40000000.0,en,13.301,1992-06-30,70100000.0,117.0,5.6,423.0,1,30100000.0,1.0
125,116324,2074.0,3.744196843082637,3231,United States of America,tt0116324,7000000.0,en,7.546,1996-03-22,14702438.0,92.0,6.3,172.0,1,7702438.0,1.0
132,113451,11863.0,2.777922077922078,1925,United States of America,tt0113451,50000000.0,en,9.105,1995-10-13,9851610.0,95.0,5.5,169.0,1,-40148390.0,0.0
141,115685,11000.0,3.5101652454593637,20757,United States of America,tt0115685,31000000.0,en,10.445,1996-03-08,185260553.0,117.0,7.1,821.0,1,154260553.0,1.0
145,112442,9737.0,3.275515786183182,12796,United Kingdom,tt0112442,19000000.0,en,40.818,1995-04-07,141407024.0,119.0,6.8,4946.0,1,122407024.0,1.0
147,112461,10474.0,3.5833728090952155,4222,United Kingdom,tt0112461,2000000.0,en,19.12,1995-04-21,2381087.0,102.0,7.4,1426.0,1,381087.0,1.0
148,112427,22279.0,2.908955223880597,335,France,tt0112427,4000000.0,en,4.075,1995-07-21,851545.0,113.0,6.9,35.0,1,-3148455.0,0.0
150,112384,568.0,3.87355561527172,48377,Canada,tt0112384,52000000.0,en,19.369,1995-06-30,355237933.0,140.0,7.4,4268.0,1,303237933.0,1.0
151,114287,11780.0,3.53139284174213,11595,United States of America,tt0114287,28000000.0,en,9.755,1995-04-13,31596911.0,139.0,6.8,465.0,1,3596911.0,1.0
153,112462,414.0,2.8716600752387382,31101,United States of America,tt0112462,100000000.0,en,24.763,1995-06-16,336529144.0,121.0,5.4,4029.0,1,236529144.0,1.0
155,112495,1873.0,3.408390410958904,1168,United States of America,tt0112495,23000000.0,en,4.737,1995-05-24,14700000.0,100.0,6.7,66.0,1,-8300000.0,0.0
156,112541,5894.0,3.5088757396449703,1521,United States of America,tt0112541,2000000.0,en,6.802,1995-09-15,1275000.0,83.0,6.7,103.0,1,-725000.0,0.0
157,109370,1775.0,2.7942023026315788,2432,United States of America,tt0109370,11000000.0,en,8.565,1995-06-08,178104.0,91.0,5.8,158.0,1,-10821896.0,0.0
158,112642,8839.0,2.921479069028517,12589,United States of America,tt0112642,50000000.0,en,48.107,1995-05-26,287928194.0,100.0,6.3,3700.0,1,237928194.0,1.0
159,112688,20649.0,3.4178361249434133,2209,France,tt0112688,25000000.0,en,9.356,1995-09-15,13071518.0,128.0,6.9,223.0,1,-11928482.0,0.0
160,112715,10329.0,2.6022161264708004,13853,United Kingdom,tt0112715,50000000.0,en,12.634,1995-06-09,152022101.0,109.0,5.5,651.0,1,102022101.0,1.0
161,112740,8963.0,3.739861235452104,22340,United States of America,tt0112740,53000000.0,en,11.223,1995-05-12,157387195.0,116.0,7.2,1257.0,1,104387195.0,1.0
163,112851,8068.0,3.439258581879572,14216,United States of America,tt0112851,7000000.0,en,20.058,1995-08-25,25405445.0,104.0,6.9,2159.0,1,18405445.0,1.0
164,112857,8512.0,3.4522562951882323,4011,United States of America,tt0112857,27000000.0,en,6.055,1995-09-15,16140822.0,102.0,6.3,254.0,1,-10859178.0,0.0
165,112864,1572.0,3.506566659749192,33731,Canada,tt0112864,90000000.0,en,26.869,1995-05-19,366101666.0,128.0,7.2,4771.0,1,276101666.0,1.0
168,113071,6520.0,3.081881687151826,11309,United States of America,tt0113071,55000000.0,en,11.807,1995-07-07,127600435.0,134.0,6.1,893.0,1,72600435.0,1.0
169,113114,9073.0,2.269546027742749,3172,United States of America,tt0113114,31000000.0,en,21.859,1995-07-19,30000000.0,95.0,6.0,445.0,1,-1000000.0,0.0
170,113243,10428.0,3.215710400207227,7721,United States of America,tt0113243,20000000.0,en,16.178,1995-09-14,7563728.0,107.0,6.3,914.0,1,-12436272.0,0.0
172,113481,9886.0,2.7515630141493914,12156,United States of America,tt0113481,25000000.0,en,12.049,1995-05-26,19075720.0,97.0,5.7,979.0,1,-5924280.0,0.0
173,113492,9482.0,2.555359804851606,14758,United States of America,tt0113492,90000000.0,en,22.598,1995-06-30,113493481.0,96.0,5.7,1823.0,1,23493481.0,1.0
175,113540,9344.0,3.507799325463744,4744,United Kingdom,tt0113540,1500000.0,en,9.713,1995-07-28,20412216.0,91.0,6.9,805.0,1,18912216.0,1.0
176,113677,9071.0,3.849069450748978,2203,Germany,tt0113677,500000.0,en,7.61,1995-07-21,1148752.0,89.0,7.2,181.0,1,648752.0,1.0
180,113749,2293.0,3.575782930910829,8366,United States of America,tt0113749,6000000.0,en,8.477,1995-10-20,2122561.0,94.0,6.8,915.0,1,-3877439.0,0.0
181,113820,9070.0,1.9535250098463963,2539,United States of America,tt0113820,15000000.0,en,20.392,1995-06-30,66000000.0,92.0,5.7,504.0,1,51000000.0,1.0
185,113957,1642.0,3.102854287948562,23018,France,tt0113957,22000000.0,en,9.733,1995-07-28,110627965.0,114.0,6.0,971.0,1,88627965.0,1.0
187,114095,36196.0,3.4314285714285715,875,United States of America,tt0114095,150000.0,en,2.332,1995-06-09,472370.0,94.0,6.4,30.0,1,322370.0,1.0
188,114194,11980.0,3.33347280334728,2390,United States of America,tt0114194,8000000.0,en,8.734,1995-09-01,16115878.0,98.0,6.5,358.0,1,8115878.0,1.0
191,114345,10533.0,2.684565916398714,1555,France,tt0114345,50000000.0,en,10.434,1995-10-13,10382407.0,135.0,6.0,353.0,1,-39617593.0,0.0
193,114436,10802.0,2.2478297395687483,7142,United States of America,tt0114436,45000000.0,en,15.468,1995-09-22,20350754.0,131.0,5.5,850.0,1,-24649246.0,0.0
194,114478,10149.0,3.844293826708189,5459,France,tt0114478,7000000.0,en,9.518,1995-06-09,8349430.0,112.0,7.2,322.0,1,1349430.0,1.0
196,114508,9348.0,2.8360270915108137,12993,United States of America,tt0114508,35000000.0,en,25.532,1995-07-07,113374103.0,108.0,5.9,1180.0,1,78374103.0,1.0
198,114558,281.0,3.417996761508212,8646,United States of America,tt0114558,42000000.0,en,8.897,1995-10-13,7959291.0,145.0,7.0,935.0,1,-34040709.0,0.0
200,114666,79593.0,2.8222222222222224,315,United States of America,tt0114666,14000000.0,en,2.228,1995-09-08,5830454.0,99.0,5.2,16.0,1,-8169546.0,0.0
201,114663,47939.0,3.001457725947522,343,France,tt0114663,10000000.0,en,6.987,1995-10-27,7027000.0,115.0,6.1,54.0,1,-2973000.0,0.0
204,114781,3512.0,2.926604922608475,7882,France,tt0114781,60000000.0,en,15.759,1995-07-13,104324083.0,100.0,5.7,617.0,1,44324083.0,1.0
207,114887,9560.0,3.3732562774013557,5018,United States of America,tt0114887,20000000.0,en,14.115,1995-08-11,50012507.0,103.0,7.2,690.0,1,30012507.0,1.0
208,114898,9804.0,2.8652335902399826,27377,United States of America,tt0114898,175000000.0,en,24.051,1995-07-28,264218220.0,135.0,6.1,2804.0,1,89218220.0,1.0
210,114938,65796.0,2.887024608501118,447,United States of America,tt0114938,30000000.0,en,8.935,1995-12-01,2193982.0,98.0,5.8,84.0,1,-27806018.0,0.0
213,111579,50797.0,4.01654306902453,1753,United States of America,tt0111579,2800000.0,ru,9.215,1994-05-01,2616503.0,135.0,7.1,114.0,1,-183497.0,0.0
215,112471,76.0,3.914843512610149,6582,United States of America,tt0112471,2500000.0,en,17.193,1995-01-27,5987386.0,101.0,8.0,2986.0,1,3487386.0,1.0
216,112508,11017.0,3.2408267020335986,9048,United States of America,tt0112508,10000000.0,en,11.086,1995-02-10,26488734.0,90.0,6.2,1217.0,1,16488734.0,1.0
218,112571,9382.0,3.285843685300207,3864,United States of America,tt0112571,21000000.0,en,8.068,1995-02-03,23450000.0,115.0,6.4,154.0,1,2450000.0,1.0
223,109445,2292.0,3.847214137214137,24050,Taiwan,tt0109445,27575.0,en,11.269,1994-09-13,3151130.0,92.0,7.4,1873.0,1,3123555.0,1.0
224,112883,1909.0,3.4449993597131514,7809,Canada,tt0112883,25000000.0,en,13.719,1994-10-12,68792531.0,97.0,6.7,569.0,1,43792531.0,1.0
225,109635,8984.0,3.2840320910973086,11592,United States of America,tt0109635,55000000.0,en,13.13,1994-03-10,214015089.0,123.0,6.2,882.0,1,159015089.0,1.0
227,109676,4954.0,3.061828598710909,4189,United Kingdom,tt0109676,45000000.0,en,10.117,1994-12-08,28735315.0,101.0,5.6,302.0,1,-16264685.0,0.0
231,109686,8467.0,2.964968752944132,31843,United States of America,tt0109686,16000000.0,en,32.178,1994-12-16,247275374.0,107.0,6.6,4832.0,1,231275374.0,1.0
233,109759,20156.0,3.533083645443196,3204,Belgium,tt0109759,2000000.0,en,10.963,1994-11-30,4221036.0,104.0,6.7,192.0,1,2221036.0,1.0
235,109707,522.0,3.664388396868181,15582,United States of America,tt0109707,18000000.0,en,11.337,1994-09-27,5887457.0,127.0,7.5,1753.0,1,-12112543.0,0.0
239,113198,15789.0,3.08521377672209,3368,United States of America,tt0113198,18000000.0,en,21.744,1995-04-07,35348597.0,78.0,6.9,1326.0,1,17348597.0,1.0
240,113303,27303.0,2.910783055198973,779,United States of America,tt0113303,15000000.0,en,6.614,1995-03-03,12201255.0,103.0,5.1,94.0,1,-2798745.0,0.0
246,110057,14275.0,4.028236985316767,9739,United States of America,tt0110057,700000.0,en,9.22,1994-09-12,7830611.0,174.0,7.7,225.0,1,7130611.0,1.0
247,110005,1024.0,3.8224384098544233,7144,United States of America,tt0110005,5000000.0,en,8.185,1994-09-12,3049135.0,109.0,7.0,672.0,1,-1950865.0,0.0
248,110066,17207.0,3.008025122121424,2866,United States of America,tt0110066,10500000.0,en,4.635,1995-01-06,26325256.0,113.0,5.5,53.0,1,15825256.0,1.0
250,110006,14819.0,3.07516339869281,918,United States of America,tt0110006,10000000.0,en,10.113,1995-02-17,17689177.0,100.0,6.2,275.0,1,7689177.0,1.0
251,113360,32631.0,3.057184750733138,341,United States of America,tt0113360,15000000.0,en,6.301,1995-02-24,6600000.0,110.0,5.9,76.0,1,-8400000.0,0.0
252,110099,11777.0,3.215840517241379,9280,United Kingdom,tt0110099,25000000.0,en,10.002,1994-12-24,26381221.0,100.0,6.0,315.0,1,1381221.0,1.0
253,110148,628.0,3.508920477209269,27577,France,tt0110148,60000000.0,en,21.861,1994-11-11,223664608.0,123.0,7.4,4424.0,1,163664608.0,1.0
254,113463,87729.0,2.9111498257839723,574,Mexico,tt0113463,14000000.0,en,4.613,1995-03-31,2474000.0,139.0,5.1,32.0,1,-11526000.0,0.0
256,110216,6280.0,2.7017581020970134,9442,United States of America,tt0110216,60000000.0,en,14.78,1994-11-22,108431355.0,109.0,5.1,1115.0,1,48431355.0,1.0
260,76759,11.0,4.120188599618726,68717,United States of America,tt0076759,11000000.0,en,63.866,1977-05-25,775398007.0,121.0,8.2,16371.0,1,764398007.0,1.0
261,110367,9587.0,3.627589063794532,9656,United Kingdom,tt0110367,18000000.0,en,17.093,1994-12-21,50083616.0,115.0,7.3,936.0,1,32083616.0,1.0
265,103994,18183.0,3.921667748817364,10781,United States of America,tt0103994,2000000.0,es,9.464,1992-04-16,21744201.0,105.0,7.2,348.0,1,19744201.0,1.0
266,110322,4476.0,3.5003490069166827,15759,United States of America,tt0110322,30000000.0,en,22.218,1994-12-16,160638883.0,133.0,7.4,1894.0,1,130638883.0,1.0
270,110391,43742.0,3.170042194092827,1185,United States of America,tt0110391,60000000.0,en,4.467,1994-10-21,18272894.0,108.0,5.4,43.0,1,-41727106.0,0.0
271,113691,28313.0,3.334358523725834,1138,United States of America,tt0113691,17000000.0,en,6.893,1995-03-17,7603766.0,106.0,6.4,78.0,1,-9396234.0,0.0
273,109836,3036.0,3.132062978222484,6796,Japan,tt0109836,45000000.0,en,10.891,1994-11-04,112006296.0,123.0,6.4,925.0,1,67006296.0,1.0
282,110638,1945.0,3.409440492213036,10402,United States of America,tt0110638,31000000.0,en,6.558,1994-12-23,106683817.0,112.0,6.6,376.0,1,75683817.0,1.0
288,110632,241.0,3.2577711853476075,23259,Japan,tt0110632,34000000.0,en,20.898,1994-08-25,50282766.0,118.0,7.1,2588.0,1,16282766.0,1.0
292,114069,6950.0,3.4105008077544428,24760,United States of America,tt0114069,50000000.0,en,23.586,1995-03-10,189859560.0,127.0,6.5,1670.0,1,139859560.0,1.0
293,110413,101.0,4.0885985748218525,33680,United States of America,tt0110413,16000000.0,en,50.122,1994-09-14,45284974.0,111.0,8.3,11541.0,1,29284974.0,1.0
294,114113,63020.0,3.16023166023166,777,France,tt0114113,11000000.0,en,7.048,1995-05-12,2832826.0,113.0,6.4,28.0,1,-8167174.0,0.0
296,110912,680.0,4.188912039361382,79672,France,tt0110912,8000000.0,en,50.399,1994-09-10,214179088.0,154.0,8.5,22222.0,1,206179088.0,1.0
298,105652,25296.0,3.524229074889868,227,United States of America,tt0105652,400000.0,zh,3.573,1991-12-07,152322.0,105.0,7.0,35.0,1,-247678.0,0.0
300,110932,11450.0,3.66378901931884,18997,Germany,tt0110932,31000000.0,en,9.386,1994-08-25,24822619.0,133.0,7.3,662.0,1,-6177381.0,0.0
303,114214,12106.0,3.043248622167789,6532,Peru,tt0114214,32000000.0,en,15.923,1995-02-09,18636537.0,107.0,6.5,1243.0,1,-13363463.0,0.0
304,114296,161495.0,3.1710122699386503,652,France,tt0114296,22000000.0,en,7.138,1995-03-03,12400000.0,108.0,6.1,18.0,1,-9600000.0,0.0
305,110907,3586.0,2.710305958132045,3105,United States of America,tt0110907,15000000.0,en,6.805,1994-12-23,11300653.0,133.0,5.3,143.0,1,-3699347.0,0.0
313,111333,22586.0,3.0378315132605302,1282,China,tt0111333,20000000.0,en,18.632,1994-11-18,9771658.0,89.0,6.6,765.0,1,-10228342.0,0.0
315,111255,2636.0,2.8919378338999517,10295,United States of America,tt0111255,45000000.0,en,15.067,1994-10-07,170362582.0,110.0,5.8,944.0,1,125362582.0,1.0
316,111282,2164.0,3.371061145260433,30910,United States of America,tt0111282,55000000.0,en,23.56,1994-10-27,196567262.0,121.0,7.0,2542.0,1,141567262.0,1.0
317,111070,11395.0,3.128074747346342,15733,United States of America,tt0111070,22000000.0,en,47.944,1994-11-11,189833357.0,97.0,6.4,1491.0,1,167833357.0,1.0
318,111161,278.0,4.413576004516335,81482,United Kingdom,tt0111161,25000000.0,en,64.842,1994-09-23,28341469.0,142.0,8.7,20259.0,1,3341469.0,1.0
327,114614,9067.0,2.816469884920042,6691,United States of America,tt0114614,25000000.0,en,11.76,1995-03-31,4064495.0,98.0,5.4,344.0,1,-20935505.0,0.0
329,111280,193.0,3.322669104204753,24615,Canada,tt0111280,38000000.0,en,10.046,1994-11-18,120000000.0,118.0,6.5,978.0,1,82000000.0,1.0
330,114609,25066.0,2.7893992932862197,1415,Australia,tt0114609,6000000.0,en,12.39,1995-05-24,12000000.0,98.0,6.1,102.0,1,6000000.0,1.0
332,114852,12122.0,2.773307163886163,2038,United States of America,tt0114852,22000000.0,en,19.958,1995-04-28,9418365.0,99.0,6.1,572.0,1,-12581635.0,0.0
337,108550,1587.0,3.7512185215272136,17234,United States of America,tt0108550,11000000.0,en,18.805,1993-12-17,10032765.0,118.0,7.7,2998.0,1,-967235.0,0.0
338,114857,9271.0,2.9854872149274363,4341,United States of America,tt0114857,30000000.0,en,11.491,1995-08-04,24048000.0,106.0,5.4,395.0,1,-5952000.0,0.0
339,114924,2064.0,3.4993894441680613,22111,United States of America,tt0114924,17000000.0,en,16.209,1995-04-21,182057016.0,103.0,6.9,1277.0,1,165057016.0,1.0
342,110598,236.0,3.507638565440149,10735,United States of America,tt0110598,3000000.0,en,8.295,1994-09-29,15119639.0,106.0,7.0,308.0,1,12119639.0,1.0
344,109040,3049.0,2.9898406002189413,37453,United States of America,tt0109040,15000000.0,en,29.188,1994-02-04,107217396.0,86.0,6.5,4514.0,1,92217396.0,1.0
347,104779,10497.0,3.44702842377261,1548,United States of America,tt0104779,5000000.0,en,13.446,1992-09-02,1862805.0,139.0,7.0,477.0,1,-3137195.0,0.0
349,109444,9331.0,3.6551898004754015,27766,United States of America,tt0109444,62000000.0,en,12.531,1994-08-03,215887717.0,141.0,6.6,1075.0,1,153887717.0,1.0
350,109446,10731.0,3.466657593903103,14696,India,tt0109446,45000000.0,en,13.463,1994-07-20,117615211.0,119.0,6.7,811.0,1,72615211.0,1.0
353,109506,9495.0,3.517972748011591,16219,France,tt0109506,15000000.0,en,25.753,1994-05-11,94000000.0,102.0,7.5,2911.0,1,79000000.0,1.0
355,109813,888.0,2.4127870563674323,9580,United States of America,tt0109813,46000000.0,en,40.323,1994-05-26,341631208.0,91.0,5.3,1900.0,1,295631208.0,1.0
356,109830,13.0,4.048011436845787,81491,United States of America,tt0109830,55000000.0,en,46.278,1994-07-06,677387716.0,142.0,8.5,21736.0,1,622387716.0,1.0
357,109831,712.0,3.640832678123479,26709,United States of America,tt0109831,4400000.0,en,19.999,1994-03-09,245700832.0,117.0,6.8,2019.0,1,241300832.0,1.0
360,110093,10879.0,2.72088772845953,1915,United States of America,tt0110093,45000000.0,en,7.257,1994-06-29,61947267.0,123.0,5.4,154.0,1,16947267.0,1.0
