movieId,ave_Movielen_score,sum_Movielen_rating,ave_TMDB_score,sum_TMDB_rating
400,2.607142857142857,28,5.7,3.0
401,3.147058823529412,17,3.0,2.0
402,2.8365384615384617,52,4.0,1.0
403,2.1666666666666665,15,5.4,8.0
404,3.2785714285714285,70,3.0,2.0
405,2.441018766756032,3357,4.7,341.0
406,3.075757575757576,66,5.0,5.0
407,3.2433517310587057,1993,7.2,1119.0
408,3.238134206219313,611,7.5,73.0
409,3.0416666666666665,420,7.0,135.0
410,3.0116337743888764,17836,6.9,2175.0
411,2.780952380952381,105,6.3,12.0
412,3.559560387615221,4231,7.0,762.0
413,2.810876764859682,5737,6.0,518.0
414,2.609770808202654,829,6.1,127.0
415,2.808373042886317,2938,5.5,151.0
416,2.6982864137086904,1634,5.3,165.0
417,3.520618556701031,3007,6.4,55.0
418,2.700941915227629,637,5.1,49.0
419,2.4867267124911114,4219,6.1,377.0
420,2.7501075885812654,13942,5.9,1304.0
421,3.2872470876762723,1631,6.7,276.0
422,3.2334615384615386,1300,6.2,123.0
423,2.999084249084249,2184,6.1,375.0
424,2.7202549575070822,706,6.0,122.0
425,3.4652338811630847,791,6.2,90.0
426,3.1090698444223768,3021,6.1,268.0
427,2.5480831708901883,3078,5.2,168.0
428,3.823092998955068,4785,7.8,1519.0
429,2.38168210976479,1403,5.0,71.0
430,2.3417721518987342,237,5.0,43.0
431,3.719788264444194,8879,7.9,2341.0
432,2.72972972972973,11729,5.1,232.0
433,2.922173913043478,1150,5.6,48.0
434,3.0492658841872755,23089,6.5,1729.0
435,2.5814764286797027,13194,5.3,678.0
436,2.6253164556962023,1185,5.8,405.0
437,2.5922388059701493,1675,5.2,87.0
438,2.7121827411167514,985,5.5,101.0
439,2.508771929824561,57,5.7,45.0
440,3.6009041187632547,17918,6.6,550.0
441,3.689785470502194,8204,7.4,1521.0
442,3.0712903582485627,18088,6.6,2759.0
443,3.343065693430657,548,7.2,20.0
444,2.414920368818106,1193,4.2,96.0
445,2.884968445209409,1743,5.5,95.0
446,3.889400921658986,3472,7.9,335.0
447,2.5167464114832536,209,4.7,30.0
448,3.555778344877871,2743,6.9,223.0
449,3.4431464174454827,642,5.9,28.0
450,3.3467272727272728,2750,6.8,141.0
451,3.044750430292599,581,6.2,57.0
452,3.551756007393716,1082,6.5,10.0
453,3.1115560640732265,874,6.2,264.0
454,3.4994205537850256,24161,6.8,1466.0
455,2.617824773413897,8275,6.2,1378.0
456,3.808295964125561,892,7.2,142.0
457,3.972158427011564,49638,7.4,3193.0
458,3.13336820083682,956,6.3,166.0
459,2.757722007722008,1036,5.6,238.0
460,2.4274580335731413,834,5.1,147.0
461,3.3441717791411043,815,4.5,18.0
462,2.589385474860335,179,5.3,24.0
463,2.813008130081301,369,6.0,75.0
464,2.917576961271102,3021,6.3,791.0
465,3.256617647058824,680,6.7,177.0
466,2.939754383254808,12947,6.5,1386.0
467,3.371234939759036,664,4.6,21.0
468,3.3125465653404857,6711,6.3,214.0
469,3.25762572135202,1213,6.9,512.0
470,2.152272727272728,440,5.4,32.0
471,3.6579813752234034,10631,7.1,752.0
472,2.8883861236802413,663,5.6,38.0
473,2.2987616099071206,1292,5.1,162.0
474,3.7212436096910415,17996,7.0,1119.0
475,3.9152097902097904,8580,7.9,1269.0
476,3.025943396226415,212,5.6,10.0
477,3.546511627906977,4128,7.1,192.0
478,2.4229249011857705,253,5.2,45.0
479,2.923855633802817,1136,6.5,215.0
480,3.6791749812920926,64144,7.9,12872.0
481,3.337772882034849,4993,6.6,567.0
482,3.424043062200957,2508,6.3,241.0
483,3.787174721189591,538,6.9,112.0
484,2.803468208092485,692,6.1,157.0
485,2.7995211310428703,13156,6.4,1964.0
486,2.6663685152057246,559,5.6,103.0
487,2.566489361702128,564,5.6,90.0
488,3.374285714285714,525,6.6,140.0
489,2.7613019891500903,2765,5.5,257.0
490,3.3599659284497445,2935,6.2,320.0
491,3.405329593267882,4991,6.5,390.0
492,3.653225806451613,3038,7.3,811.0
493,3.625652173913044,3450,7.5,524.0
494,3.353110599078341,11284,6.2,654.0
495,3.411678832116788,685,6.5,393.0
496,3.2767624020887727,383,7.0,19.0
497,3.882146132681137,13084,7.0,536.0
498,2.7831491712707184,362,5.7,119.0
499,2.7791005291005293,378,6.0,25.0
500,3.386310463824062,34194,7.2,4880.0
501,3.842433697347894,1923,7.5,359.0
502,2.276491024898668,3454,5.3,738.0
503,3.095419847328244,131,5.4,14.0
504,2.9837962962962963,1080,6.3,288.0
505,2.502859477124183,1224,5.0,189.0
506,3.4952830188679247,1272,7.0,201.0
507,3.527983274364748,3109,7.5,1187.0
508,3.802130439151844,19902,7.7,3293.0
509,3.6811163895486936,15998,7.4,1029.0
510,2.778588807785888,822,6.8,163.0
511,3.144299674267101,1535,6.3,66.0
512,2.9323979591836733,1176,5.7,121.0
513,2.937619961612284,521,6.1,36.0
514,3.4613768961493583,4285,6.6,235.0
515,3.8977364185110654,9940,7.4,904.0
516,3.088179218303146,3147,6.1,218.0
517,3.130988477865373,3298,6.1,548.0
518,2.6764192139737992,1145,5.6,121.0
519,2.195869704066425,4697,4.7,879.0
520,3.067497367497368,14245,6.6,1562.0
521,3.310518369401107,1987,6.1,114.0
522,3.5399022801302933,1228,6.6,365.0
523,3.642857142857143,833,6.1,22.0
524,3.5334577630305546,7233,7.4,477.0
525,3.418300653594771,153,6.1,24.0
526,3.2107438016528924,121,6.9,44.0
527,4.247579083279535,60411,8.6,12107.0
528,2.7789034564958284,839,5.2,86.0
529,3.8492079306565703,10037,7.2,405.0
530,3.2666666666666666,30,6.3,24.0
531,3.5358059914407987,7010,7.4,685.0
532,3.061026102610261,5555,6.7,469.0
533,2.9327927432655305,3638,6.0,377.0
534,3.890470852017937,4460,7.0,184.0
535,3.778046421663443,5170,7.2,401.0
536,3.2861400894187778,671,6.0,83.0
537,3.1484602917341977,3085,5.7,97.0
538,3.701110162254484,4684,6.4,219.0
539,3.5094537441802607,28137,6.7,1744.0
540,2.719010989010989,4550,5.4,477.0
541,4.115838373930576,36702,7.9,10964.0
542,2.8498035660320338,3309,6.1,208.0
543,3.2368374868374867,11396,6.1,283.0
544,2.9290573372206024,2058,5.8,584.0
546,2.06153416495997,5371,4.2,862.0
547,2.816688567674113,761,6.1,128.0
548,2.9001919385796544,2605,5.4,187.0
549,3.8902714932126696,1326,7.4,30.0
550,3.0871694417238,3063,6.4,165.0
551,3.738263445761167,21940,7.8,7176.0
552,3.213334986772487,12096,6.4,709.0
553,3.703341938184609,14333,7.6,1462.0
554,3.093952483801296,463,5.5,26.0
555,3.810891994253624,15314,7.6,1996.0
556,3.9756944444444446,1152,7.3,48.0
558,2.8234113712374582,1495,6.4,599.0
559,2.955555555555556,45,5.4,5.0
560,3.0921052631578947,38,5.0,2.0
561,3.396984924623116,199,3.6,5.0
562,3.787195438050804,5787,7.2,297.0
563,3.461661341853035,313,6.7,221.0
564,2.328990228013029,307,5.2,103.0
565,3.224428399518652,831,6.7,440.0
566,2.762589928057554,139,4.8,14.0
567,3.315426997245179,363,6.7,189.0
568,3.578171091445428,339,5.2,18.0
569,2.938267614738203,1547,5.9,66.0
570,3.453883495145631,206,6.5,23.0
571,3.5758426966292136,178,0.0,0.0
572,2.716666666666667,30,3.0,1.0
573,3.42896174863388,183,7.2,316.0
574,3.304075235109718,1276,5.6,56.0
575,2.988332058148432,2614,6.7,911.0
576,2.4375,24,5.1,7.0
577,2.8157894736842106,589,5.4,98.0
579,2.8857142857142857,35,6.4,32.0
580,3.0725490196078438,510,5.5,15.0
581,3.978644646924829,1756,7.3,68.0
582,3.323529411764706,119,6.3,23.0
583,3.532388663967611,247,7.5,288.0
584,3.0357142857142856,28,6.0,5.0
585,2.6616823476702507,8928,6.2,204.0
586,3.141875423155044,29540,7.4,8453.0
587,3.4342123720016837,28516,7.2,4377.0
588,3.6987526802388575,43373,7.6,9305.0
589,3.94637410899458,57379,8.1,9886.0
590,3.7256878529376425,41615,7.9,3174.0
591,2.0517241379310347,29,5.7,13.0
592,3.4069031965540693,44110,7.2,5897.0
593,4.151341616415071,74127,8.3,12662.0
594,3.5823021181716834,17940,7.1,5943.0
595,3.6809198555552447,35723,7.7,8072.0
596,3.4825773034060585,12742,7.1,4642.0
597,3.42649120757142,34234,7.4,6103.0
598,3.547945205479452,146,6.5,16.0
599,3.958682820751786,3219,7.7,829.0
600,2.9946043165467624,278,5.9,45.0
601,3.3714285714285714,105,6.9,4.0
602,3.9764309764309766,297,7.2,6.0
603,2.9279437609841827,569,6.0,50.0
605,3.277880184331797,3255,6.4,494.0
606,2.5735607675906182,1407,5.5,230.0
607,2.59375,16,4.5,2.0
608,4.111421282646425,47823,7.9,6048.0
609,3.008631851532153,2317,6.5,357.0
610,3.37419399094526,7289,6.5,487.0
611,2.51196032672112,1714,5.4,343.0
612,2.710561949898443,1477,4.9,94.0
613,3.6044005388414906,2227,7.0,170.0
614,3.138888888888889,144,3.2,5.0
615,3.871107266435986,578,7.2,63.0
616,3.387031840917409,8197,7.3,4044.0
617,3.5843253968253967,504,7.0,152.0
618,2.76530612244898,343,5.4,109.0
619,2.5671191553544497,663,4.2,93.0
620,3.333333333333333,39,6.5,20.0
621,3.6036789297658864,299,6.5,34.0
623,3.0588235294117645,34,5.0,1.0
625,3.28,25,6.7,21.0
626,2.872909698996656,598,5.8,56.0
627,3.528050896471949,1729,6.7,199.0
628,3.760456621004566,10950,7.7,2338.0
629,3.239130434782609,23,5.7,3.0
630,3.285,200,6.1,9.0
631,2.723913043478261,2070,5.8,198.0
632,3.905817174515236,361,7.3,176.0
633,3.3550488599348536,307,7.0,13.0
634,2.279935275080906,309,3.8,68.0
635,3.635820895522388,1005,6.5,47.0
636,3.014705882352941,34,4.5,8.0
637,2.8339229193818656,5371,5.8,261.0
638,3.2687265917602994,534,6.8,39.0
639,2.9309366130558185,1057,5.1,79.0
640,2.9695910520796924,2861,5.5,200.0
641,2.520408163265306,98,6.0,479.0
642,2.083333333333333,12,6.5,4.0
643,2.1666666666666665,21,4.0,1.0
644,2.2666666666666666,15,0.0,0.0
645,3.6113138686131383,274,6.9,86.0
647,3.5356705241660995,7345,6.5,654.0
648,3.4016470905899823,37035,6.9,6721.0
649,3.7213740458015274,131,7.0,16.0
650,3.4545823195458234,1233,6.2,64.0
651,2.4875,40,4.4,12.0
652,3.006849315068493,73,6.5,20.0
653,3.219017015993573,13693,6.6,1583.0
654,2.6875,16,0.0,0.0
655,2.333333333333333,18,5.7,3.0
656,2.870826010544816,1138,5.7,133.0
657,2.555555555555556,36,6.3,18.0
658,3.0,47,0.0,0.0
659,3.712555066079295,454,7.6,281.0
660,3.017857142857143,112,4.6,6.0
661,3.30327868852459,9943,6.5,1008.0
662,3.24546485260771,2646,6.3,529.0
663,3.360618014464168,3042,6.1,51.0
664,3.0348837209302326,301,5.3,13.0
665,3.94602048857368,1269,7.7,455.0
666,3.4254658385093166,161,6.5,74.0
667,2.50501002004008,998,5.6,82.0
668,4.096604215456675,854,8.1,253.0
670,4.111486486486487,740,8.3,154.0
671,3.674145843957165,5883,6.9,152.0
